NAME OF COMPANY,SYMBOL,Yahoo Ticker,IPO Year
Uravi Defence and Technology Limited,URAVIDEF,URAVIDEF.NS,2023
Urban Company Limited,URBANCO,URBANCO.NS,2025
Urja Global Limited,URJA,URJA.NS,2017
Usha Martin Limited,USHAMART,USHAMART.NS,2000
Udayshivakumar Infra Limited,USK,USK.NS,2023
UTI Asset Management Company Limited,UTIAMC,UTIAMC.NS,2020
Utkarsh Small Finance Bank Limited,UTKARSHBNK,UTKARSHBNK.NS,2023
Fujiyama Power Systems Limited,UTLSOLAR,UTLSOLAR.NS,2025
Uttam Sugar Mills Limited,UTTAMSUGAR,UTTAMSUGAR.NS,2006
U. Y. Fincorp Limited,UYFINCORP,UYFINCORP.NS,2024
V2 Retail Limited,V2RETAIL,V2RETAIL.NS,2007
Vadilal Industries Limited,VADILALIND,VADILALIND.NS,2011
Vaibhav Global Limited,VAIBHAVGBL,VAIBHAVGBL.NS,2004
Vaishali Pharma Limited,VAISHALI,VAISHALI.NS,2020
Vakrangee Limited,VAKRANGEE,VAKRANGEE.NS,2006
Valiant Laboratories Limited,VALIANTLAB,VALIANTLAB.NS,2023
Valiant Organics Limited,VALIANTORG,VALIANTORG.NS,2021
Vardhman Acrylics Limited,VARDHACRLC,VARDHACRLC.NS,2003
Vardhman Polytex Limited,VARDMNPOLY,VARDMNPOLY.NS,2003
Varroc Engineering Limited,VARROC,VARROC.NS,2018
Vascon Engineers Limited,VASCONEQ,VASCONEQ.NS,2010
Vaswani Industries Limited,VASWANI,VASWANI.NS,2011
Varun Beverages Limited,VBL,VBL.NS,2016
Vaxtex Cotfab Limited,VCL,VCL.NS,2022
Vedanta Limited,VEDL,VEDL.NS,1998
Veedol Corporation Limited,VEEDOL,VEEDOL.NS,2007
Venky's (India) Limited,VENKEYS,VENKEYS.NS,2003
Ventive Hospitality Limited,VENTIVE,VENTIVE.NS,2024
Venus Pipes & Tubes Limited,VENUSPIPES,VENUSPIPES.NS,2022
Venus Remedies Limited,VENUSREM,VENUSREM.NS,2006
Veranda Learning Solutions Limited,VERANDA,VERANDA.NS,2022
Vertoz Limited,VERTOZ,VERTOZ.NS,2020
Vesuvius India Limited,VESUVIUS,VESUVIUS.NS,2002
Veto Switchgears And Cables Limited,VETO,VETO.NS,2015
VARVEE GLOBAL LIMITED,VGL,VGL.NS,2006
V-Guard Industries Limited,VGUARD,VGUARD.NS,2008
Vardhman Holdings Limited,VHL,VHL.NS,2005
Viceroy Hotels Limited,VHLTD,VHLTD.NS,2024
Vidhi Specialty Food Ingredients Limited,VIDHIING,VIDHIING.NS,2016
Vidya Wires Limited,VIDYAWIRES,VIDYAWIRES.NS,2025
Vijaya Diagnostic Centre Limited,VIJAYA,VIJAYA.NS,2021
Viji Finance Limited,VIJIFIN,VIJIFIN.NS,2016
Vikas EcoTech Limited,VIKASECO,VIKASECO.NS,2011
Vikas Lifecare Limited,VIKASLIFE,VIKASLIFE.NS,2019
Vikram Solar Limited,VIKRAMSOLR,VIKRAMSOLR.NS,2025
Vikran Engineering Limited,VIKRAN,VIKRAN.NS,2025
Vimta Labs Limited,VIMTALABS,VIMTALABS.NS,2005
Vinati Organics Limited,VINATIORGA,VINATIORGA.NS,2009
Vintage Coffee And Beverages Limited,VINCOFE,VINCOFE.NS,2024
Vindhya Telelinks Limited,VINDHYATEL,VINDHYATEL.NS,1995
Vineet Laboratories Limited,VINEETLAB,VINEETLAB.NS,2021
Vinny Overseas Limited,VINNY,VINNY.NS,2022
Vinyl Chemicals (India) Limited,VINYLINDIA,VINYLINDIA.NS,2008
VIP Clothing Limited,VIPCLOTHNG,VIPCLOTHNG.NS,2007
VIP Industries Limited,VIPIND,VIPIND.NS,2005
Vipul Limited,VIPULLTD,VIPULLTD.NS,2015
Virinchi Limited,VIRINCHI,VIRINCHI.NS,2023
Visaka Industries Limited,VISAKAIND,VISAKAIND.NS,1996
Visa Steel Limited,VISASTEEL,VISASTEEL.NS,2006
Vishnu Chemicals Limited,VISHNU,VISHNU.NS,2015
Vishwaraj Sugar Industries Limited,VISHWARAJ,VISHWARAJ.NS,2019
Visagar Polytex Limited,VIVIDHA,VIVIDHA.NS,2013
Vivimed Labs Limited,VIVIMEDLAB,VIVIMEDLAB.NS,2005
VL E-Governance & IT Solutions Limited,VLEGOV,VLEGOV.NS,2023
VLS Finance Limited,VLSFINANCE,VLSFINANCE.NS,1995
V-Mart Retail Limited,VMART,VMART.NS,2013
Vishal Mega Mart Limited,VMM,VMM.NS,2024
VMS TMT Limited,VMSTMT,VMSTMT.NS,2025
Voltamp Transformers Limited,VOLTAMP,VOLTAMP.NS,2006
Voltas Limited,VOLTAS,VOLTAS.NS,1995
Vishnu Prakash R Punglia Limited,VPRPL,VPRPL.NS,2023
Vraj Iron and Steel Limited,VRAJ,VRAJ.NS,2024
VRL Logistics Limited,VRLLOG,VRLLOG.NS,2015
Vardhman Special Steels Limited,VSSL,VSSL.NS,2012
VST Industries Limited,VSTIND,VSTIND.NS,2003
Vibhor Steel Tubes Limited,VSTL,VSTL.NS,2024
V.S.T Tillers Tractors Limited,VSTTILLERS,VSTTILLERS.NS,2011
Vardhman Textiles Limited,VTL,VTL.NS,2003
Waaree Energies Limited,WAAREEENER,WAAREEENER.NS,2024
Indosolar Limited,WAAREEINDO,WAAREEINDO.NS,2010
Waaree Renewable Technologies Limited,WAAREERTL,WAAREERTL.NS,2025
VA Tech Wabag Limited,WABAG,WABAG.NS,2010
Wakefit Innovations Limited,WAKEFIT,WAKEFIT.NS,2025
Walchandnagar Industries Limited,WALCHANNAG,WALCHANNAG.NS,1996
Wanbury Limited,WANBURY,WANBURY.NS,2007
Western Carriers (India) Limited,WCIL,WCIL.NS,2024
Wealth First Portfolio Managers Limited,WEALTH,WEALTH.NS,2021
Websol Energy System Limited,WEBELSOLAR,WEBELSOLAR.NS,2007
Weizmann Limited,WEIZMANIND,WEIZMANIND.NS,1995
Wonder Electricals Limited,WEL,WEL.NS,2022
Welspun Corp Limited,WELCORP,WELCORP.NS,2005
Welspun Enterprises Limited,WELENT,WELENT.NS,2004
Welspun Investments and Commercials Limited,WELINV,WELINV.NS,2010
Welspun Living Limited,WELSPUNLIV,WELSPUNLIV.NS,2003
Wendt (India) Limited,WENDT,WENDT.NS,2006
WESTLIFE FOODWORLD LIMITED,WESTLIFE,WESTLIFE.NS,2023
WE WIN LIMITED,WEWIN,WEWIN.NS,2022
WeWork India Management Limited,WEWORK,WEWORK.NS,2025
Wheels India Limited,WHEELS,WHEELS.NS,2000
Whirlpool of India Limited,WHIRLPOOL,WHIRLPOOL.NS,2010
Williamson Magor & Company Limited,WILLAMAGOR,WILLAMAGOR.NS,1995
Windlas Biotech Limited,WINDLAS,WINDLAS.NS,2021
Windsor Machines Limited,WINDMACHIN,WINDMACHIN.NS,2011
Winsome Yarns Limited,WINSOME,WINSOME.NS,2011
The Western India Plywoods Limited,WIPL,WIPL.NS,2017
Wipro Limited,WIPRO,WIPRO.NS,1995
Wockhardt Limited,WOCKPHARMA,WOCKPHARMA.NS,2000
Wonderla Holidays Limited,WONDERLA,WONDERLA.NS,2014
Worth Peripherals Limited,WORTHPERI,WORTHPERI.NS,2020
W S Industries (I) Limited,WSI,WSI.NS,2007
West Coast Paper Mills Limited,WSTCSTPAPR,WSTCSTPAPR.NS,2001
Xchanging Solutions Limited,XCHANGING,XCHANGING.NS,2005
Xelpmoc Design And Tech Limited,XELPMOC,XELPMOC.NS,2019
Xpro India Limited,XPROINDIA,XPROINDIA.NS,2004
Xtglobal Infotech Limited,XTGLOBAL,XTGLOBAL.NS,2024
Yasho Industries Limited,YASHO,YASHO.NS,2023
Yatharth Hospital & Trauma Care Services Limited,YATHARTH,YATHARTH.NS,2023
Yatra Online Limited,YATRA,YATRA.NS,2023
Yes Bank Limited,YESBANK,YESBANK.NS,2005
Yuken India Limited,YUKEN,YUKEN.NS,2021
Zaggle Prepaid Ocean Services Limited,ZAGGLE,ZAGGLE.NS,2023
Zee Entertainment Enterprises Limited,ZEEL,ZEEL.NS,1998
Zee Learn Limited,ZEELEARN,ZEELEARN.NS,2010
Zee Media Corporation Limited,ZEEMEDIA,ZEEMEDIA.NS,2007
Zenith Exports Limited,ZENITHEXPO,ZENITHEXPO.NS,1996
Zenith Steel Pipes & Industries Limited,ZENITHSTL,ZENITHSTL.NS,2007
Zensar Technologies Limited,ZENSARTECH,ZENSARTECH.NS,2003
Zen Technologies Limited,ZENTEC,ZENTEC.NS,2015
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,ZFCVINDIA.NS,2008
Zim Laboratories Limited,ZIMLAB,ZIMLAB.NS,2022
Zodiac Energy Limited,ZODIAC,ZODIAC.NS,2021
Zodiac Clothing Company Limited,ZODIACLOTH,ZODIACLOTH.NS,1995
Zota Health Care LImited,ZOTA,ZOTA.NS,2019
Zuari Agro Chemicals Limited,ZUARI,ZUARI.NS,2012
ZUARI INDUSTRIES LIMITED,ZUARIIND,ZUARIIND.NS,1995
Zydus Lifesciences Limited,ZYDUSLIFE,ZYDUSLIFE.NS,2000
Zydus Wellness Limited,ZYDUSWELL,ZYDUSWELL.NS,2009
