NAME OF COMPANY,SYMBOL,Yahoo Ticker,IPO Year
Hindustan Media Ventures Limited,HMVL,HMVL.NS,2010
Hindustan Foods Limited,HNDFDS,HNDFDS.NS,2023
Home First Finance Company India Limited,HOMEFIRST,HOMEFIRST.NS,2021
Honasa Consumer Limited,HONASA,HONASA.NS,2023
Honeywell Automation India Limited,HONAUT,HONAUT.NS,2003
Honda India Power Products Limited,HONDAPOWER,HONDAPOWER.NS,2003
HP Adhesives Limited,HPAL,HPAL.NS,2021
Hindprakash Industries Limited,HPIL,HPIL.NS,2022
HPL Electric & Power Limited,HPL,HPL.NS,2016
Himadri Speciality Chemical Limited,HSCL,HSCL.NS,2007
HT Media Limited,HTMEDIA,HTMEDIA.NS,2005
Hubtown Limited,HUBTOWN,HUBTOWN.NS,2007
Housing & Urban Development Corporation Limited,HUDCO,HUDCO.NS,2017
Huhtamaki India Limited,HUHTAMAKI,HUHTAMAKI.NS,2004
Hybrid Financial Services Limited,HYBRIDFIN,HYBRIDFIN.NS,2022
Hyundai Motor India Limited,HYUNDAI,HYUNDAI.NS,2024
Indiabulls Limited,IBULLSLTD,IBULLSLTD.NS,2011
ICDS Limited,ICDSLTD,ICDSLTD.NS,1999
Ice Make Refrigeration Limited,ICEMAKE,ICEMAKE.NS,2020
ICICI Prudential Asset Management Company Limited,ICICIAMC,ICICIAMC.NS,2025
ICICI Bank Limited,ICICIBANK,ICICIBANK.NS,1997
ICICI Lombard General Insurance Company Limited,ICICIGI,ICICIGI.NS,2017
ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICIPRULI.NS,2016
Indo Count Industries Limited,ICIL,ICIL.NS,2005
ICRA Limited,ICRA,ICRA.NS,2007
IDBI Bank Limited,IDBI,IDBI.NS,1995
Vodafone Idea Limited,IDEA,IDEA.NS,2007
Ideaforge Technology Limited,IDEAFORGE,IDEAFORGE.NS,2023
IDFC First Bank Limited,IDFCFIRSTB,IDFCFIRSTB.NS,2015
Indian Energy Exchange Limited,IEX,IEX.NS,2017
IFB Agro Industries Limited,IFBAGRO,IFBAGRO.NS,1996
IFB Industries Limited,IFBIND,IFBIND.NS,1995
IFCI Limited,IFCI,IFCI.NS,1995
IFGL Refractories Limited,IFGLEXPOR,IFGLEXPOR.NS,2017
Igarashi Motors India Limited,IGARASHI,IGARASHI.NS,2003
Indogulf Cropsciences Limited,IGCL,IGCL.NS,2025
International Gemmological Institute (India) Limited,IGIL,IGIL.NS,2024
Indraprastha Gas Limited,IGL,IGL.NS,2003
IG Petrochemicals Limited,IGPL,IGPL.NS,2007
IIFL Finance Limited,IIFL,IIFL.NS,2005
IIFL Capital Services Limited,IIFLCAPS,IIFLCAPS.NS,2019
Industrial Investment Trust Limited,IITL,IITL.NS,2010
IKIO Technologies Limited,IKIO,IKIO.NS,2023
Inventurus Knowledge Solutions Limited,IKS,IKS.NS,2024
IL&FS Engineering and Construction Company Limited,IL&FSENGG,IL&FSENGG.NS,2007
IL&FS Transportation Networks Limited,IL&FSTRANS,IL&FSTRANS.NS,2010
Imagicaaworld Entertainment Limited,IMAGICAA,IMAGICAA.NS,2015
Indian Metals & Ferro Alloys Limited,IMFA,IMFA.NS,2010
India Motor Parts and Accessories Limited,IMPAL,IMPAL.NS,2005
Impex Ferro Tech Limited,IMPEXFERRO,IMPEXFERRO.NS,2005
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,INCREDIBLE.NS,2016
Indbank Merchant Banking Services Limited,INDBANK,INDBANK.NS,2008
Indegene Limited,INDGN,INDGN.NS,2024
The Indian Hotels Company Limited,INDHOTEL,INDHOTEL.NS,1996
The India Cements Limited,INDIACEM,INDIACEM.NS,2000
India Glycols Limited,INDIAGLYCO,INDIAGLYCO.NS,2005
Indiamart Intermesh Limited,INDIAMART,INDIAMART.NS,2019
Indian Bank,INDIANB,INDIANB.NS,2007
Indian Card Clothing Company Limited,INDIANCARD,INDIANCARD.NS,1997
Indian Hume Pipe Company Limited,INDIANHUME,INDIANHUME.NS,1995
India Shelter Finance Corporation Limited,INDIASHLTR,INDIASHLTR.NS,2023
InterGlobe Aviation Limited,INDIGO,INDIGO.NS,2015
Indigo Paints Limited,INDIGOPNTS,INDIGOPNTS.NS,2021
Indiqube Spaces Limited,INDIQUBE,INDIQUBE.NS,2025
India Nippon Electricals Limited,INDNIPPON,INDNIPPON.NS,1997
Indo Amines Limited,INDOAMIN,INDOAMIN.NS,2022
Indo Borax & Chemicals Limited,INDOBORAX,INDOBORAX.NS,2022
Indoco Remedies Limited,INDOCO,INDOCO.NS,2005
Indo Farm Equipment Limited,INDOFARM,INDOFARM.NS,2025
Indo Rama Synthetics (India) Limited,INDORAMA,INDORAMA.NS,2003
IndoStar Capital Finance Limited,INDOSTAR,INDOSTAR.NS,2018
Indo Tech Transformers Limited,INDOTECH,INDOTECH.NS,2006
Indo Thai Securities Limited,INDOTHAI,INDOTHAI.NS,2011
Indo Us Biotech Limited,INDOUS,INDOUS.NS,2024
Indowind Energy Limited,INDOWIND,INDOWIND.NS,2007
Indraprastha Medical Corporation Limited,INDRAMEDCO,INDRAMEDCO.NS,1997
Ind-Swift Laboratories Limited,INDSWFTLAB,INDSWFTLAB.NS,1997
Indian Terrain Fashions Limited,INDTERRAIN,INDTERRAIN.NS,2011
IndusInd Bank Limited,INDUSINDBK,INDUSINDBK.NS,1998
Indus Towers Limited,INDUSTOWER,INDUSTOWER.NS,2012
Infibeam Avenues Limited,INFIBEAM,INFIBEAM.NS,2016
InfoBeans Technologies Limited,INFOBEAN,INFOBEAN.NS,2019
Infomedia Press Limited,INFOMEDIA,INFOMEDIA.NS,2006
Infosys Limited,INFY,INFY.NS,1995
Ingersoll Rand (India) Limited,INGERRAND,INGERRAND.NS,1999
Innova Captab Limited,INNOVACAP,INNOVACAP.NS,2023
Innovana Thinklabs Limited,INNOVANA,INNOVANA.NS,2024
Inox Green Energy Services Limited,INOXGREEN,INOXGREEN.NS,2022
INOX India Limited,INOXINDIA,INOXINDIA.NS,2023
Inox Wind Limited,INOXWIND,INOXWIND.NS,2015
Insecticides (India) Limited,INSECTICID,INSECTICID.NS,2007
Inspirisys Solutions Limited,INSPIRISYS,INSPIRISYS.NS,2006
Intellect Design Arena Limited,INTELLECT,INTELLECT.NS,2014
Intense Technologies Limited,INTENTECH,INTENTECH.NS,2017
Interarch Building Solutions Limited,INTERARCH,INTERARCH.NS,2024
International Conveyors Limited,INTLCONV,INTLCONV.NS,2021
Inventure Growth & Securities Limited,INVENTURE,INVENTURE.NS,2011
Indian Overseas Bank,IOB,IOB.NS,2000
Indian Oil Corporation Limited,IOC,IOC.NS,1996
IOL Chemicals and Pharmaceuticals Limited,IOLCP,IOLCP.NS,2010
ION Exchange (India) Limited,IONEXCHANG,IONEXCHANG.NS,2022
IPCA Laboratories Limited,IPCALAB,IPCALAB.NS,1995
India Pesticides Limited,IPL,IPL.NS,2021
IRB Infrastructure Developers Limited,IRB,IRB.NS,2008
Ircon International Limited,IRCON,IRCON.NS,2018
Indian Railway Catering And Tourism Corporation Limited,IRCTC,IRCTC.NS,2019
Indian Renewable Energy Development Agency Limited,IREDA,IREDA.NS,2023
Indian Railway Finance Corporation Limited,IRFC,IRFC.NS,2021
IRIS RegTech Solutions Limited,IRIS,IRIS.NS,2021
Iris Clothings Limited,IRISDOREME,IRISDOREME.NS,2021
IRM Energy Limited,IRMENERGY,IRMENERGY.NS,2023
Intrasoft Technologies Limited,ISFT,ISFT.NS,2010
Isgec Heavy Engineering Limited,ISGEC,ISGEC.NS,2021
Ishan Dyes and Chemicals Limited,ISHANCH,ISHANCH.NS,2025
ITC Limited,ITC,ITC.NS,1995
ITC Hotels Limited,ITCHOTELS,ITCHOTELS.NS,2025
India Tourism Development Corporation Limited,ITDC,ITDC.NS,2016
ITI Limited,ITI,ITI.NS,2003
Ivalue Infosolutions Limited,IVALUE,IVALUE.NS,2025
IL&FS Investment Managers Limited,IVC,IVC.NS,1999
IVP Limited,IVP,IVP.NS,1995
Le Travenues Technology Limited,IXIGO,IXIGO.NS,2024
IZMO Limited,IZMO,IZMO.NS,2007
The Jammu & Kashmir Bank Limited,J&KBANK,J&KBANK.NS,1998
Jagran Prakashan Limited,JAGRAN,JAGRAN.NS,2006
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,JAGSNPHARM.NS,2000
Jai Balaji Industries Limited,JAIBALAJI,JAIBALAJI.NS,2003
Jai Corp Limited,JAICORPLTD,JAICORPLTD.NS,1997
Jain Resource Recycling Limited,JAINREC,JAINREC.NS,2025
Nandani Creation Limited,JAIPURKURT,JAIPURKURT.NS,2021
Jamna Auto Industries Limited,JAMNAAUTO,JAMNAAUTO.NS,2010
Jaro Institute of Technology Management and Research Limited,JARO,JARO.NS,2025
Jash Engineering Limited,JASH,JASH.NS,2019
Jayant Agro Organics Limited,JAYAGROGN,JAYAGROGN.NS,1996
Jay Bharat Maruti Limited,JAYBARMARU,JAYBARMARU.NS,1996
Jaykay Enterprises Limited,JAYKAY,JAYKAY.NS,2025
Jayaswal Neco Industries Limited,JAYNECOIND,JAYNECOIND.NS,1995
Jayshree Tea & Industries Limited,JAYSREETEA,JAYSREETEA.NS,1995
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM,JBCHEPHARM.NS,2003
JBM Auto Limited,JBMA,JBMA.NS,2004
Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC,JCHAC.NS,2000
Jet Freight Logistics Limited,JETFREIGHT,JETFREIGHT.NS,2021
J.G.Chemicals Limited,JGCHEM,JGCHEM.NS,2024
JHS Svendgaard Laboratories Limited,JHS,JHS.NS,2006
Jindal Photo Limited,JINDALPHOT,JINDALPHOT.NS,2005
Jindal Poly Films Limited,JINDALPOLY,JINDALPOLY.NS,2002
Jindal Saw Limited,JINDALSAW,JINDALSAW.NS,2003
JINDAL STEEL LIMITED,JINDALSTEL,JINDALSTEL.NS,1999
Jindal Drilling And Industries Limited,JINDRILL,JINDRILL.NS,2006
Jindal Worldwide Limited,JINDWORLD,JINDWORLD.NS,2010
Jio Financial Services Limited,JIOFIN,JIOFIN.NS,2023
Jain Irrigation Systems Limited,JISLDVREQS,JISLDVREQS.NS,2011
Jain Irrigation Systems Limited,JISLJALEQS,JISLJALEQS.NS,2001
JITF Infralogistics Limited,JITFINFRA,JITFINFRA.NS,2017
JK Cement Limited,JKCEMENT,JKCEMENT.NS,2006
J.Kumar Infraprojects Limited,JKIL,JKIL.NS,2008
Jinkushal Industries Limited,JKIPL,JKIPL.NS,2025
JK Lakshmi Cement Limited,JKLAKSHMI,JKLAKSHMI.NS,2006
JK Paper Limited,JKPAPER,JKPAPER.NS,2005
JK Tyre & Industries Limited,JKTYRE,JKTYRE.NS,2007
Jupiter Life Line Hospitals Limited,JLHL,JLHL.NS,2023
Jullundur Motor Agency (Delhi) Limited,JMA,JMA.NS,2015
JM Financial Limited,JMFINANCIL,JMFINANCIL.NS,2006
JNK India Limited,JNKINDIA,JNKINDIA.NS,2024
Jocil Limited,JOCIL,JOCIL.NS,2008
Jindal Poly Investment and Finance Company Limited,JPOLYINVST,JPOLYINVST.NS,2013
Jaiprakash Power Ventures Limited,JPPOWER,JPPOWER.NS,2005
Jana Small Finance Bank Limited,JSFB,JSFB.NS,2024
Jindal Stainless Limited,JSL,JSL.NS,2003
Jeena Sikho Lifecare Limited,JSLL,JSLL.NS,2025
JSW Cement Limited,JSWCEMENT,JSWCEMENT.NS,2025
JSW Energy Limited,JSWENERGY,JSWENERGY.NS,2010
JSW Holdings Limited,JSWHL,JSWHL.NS,2005
JSW Infrastructure Limited,JSWINFRA,JSWINFRA.NS,2023
JSW Steel Limited,JSWSTEEL,JSWSTEEL.NS,2005
Jtekt India Limited,JTEKTINDIA,JTEKTINDIA.NS,2004
JTL INDUSTRIES LIMITED,JTLIND,JTLIND.NS,2023
Jubilant Agri and Consumer Products Limited,JUBLCPL,JUBLCPL.NS,2025
Jubilant Foodworks Limited,JUBLFOOD,JUBLFOOD.NS,2010
Jubilant Ingrevia Limited,JUBLINGREA,JUBLINGREA.NS,2021
Jubilant Pharmova Limited,JUBLPHARMA,JUBLPHARMA.NS,2003
Juniper Hotels Limited,JUNIPER,JUNIPER.NS,2024
Just Dial Limited,JUSTDIAL,JUSTDIAL.NS,2013
Jupiter Wagons Limited,JWL,JWL.NS,2010
Jyothy Labs Limited,JYOTHYLAB,JYOTHYLAB.NS,2007
Jyoti CNC Automation Limited,JYOTICNC,JYOTICNC.NS,2024
Jyoti Structures Limited,JYOTISTRUC,JYOTISTRUC.NS,1995
Kabra Extrusion Technik Limited,KABRAEXTRU,KABRAEXTRU.NS,1995
Kajaria Ceramics Limited,KAJARIACER,KAJARIACER.NS,2004
Kakatiya Cement Sugar & Industries Limited,KAKATCEM,KAKATCEM.NS,1995
Sai Silks (Kalamandir) Limited,KALAMANDIR,KALAMANDIR.NS,2023
Kalpataru Limited,KALPATARU,KALPATARU.NS,2025
Kalyani Commercials Limited,KALYANI,KALYANI.NS,2017
Kalyani Forge Limited,KALYANIFRG,KALYANIFRG.NS,2007
Kalyan Jewellers India Limited,KALYANKJIL,KALYANKJIL.NS,2021
Kamat Hotels (I) Limited,KAMATHOTEL,KAMATHOTEL.NS,1996
Kamdhenu Limited,KAMDHENU,KAMDHENU.NS,2006
Kamdhenu Ventures Limited,KAMOPAINTS,KAMOPAINTS.NS,2023
Kanani Industries Limited,KANANIIND,KANANIIND.NS,2011
Kanoria Chemicals & Industries Limited,KANORICHEM,KANORICHEM.NS,1995
Kanpur Plastipack Limited,KANPRPLA,KANPRPLA.NS,2021
Kansai Nerolac Paints Limited,KANSAINER,KANSAINER.NS,2003
Kapston Services Limited,KAPSTON,KAPSTON.NS,2020
Karma Energy Limited,KARMAENG,KARMAENG.NS,2011
Karur Vysya Bank Limited,KARURVYSYA,KARURVYSYA.NS,2000
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,KAUSHALYA.NS,2007
Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE,KAVDEFENCE.NS,2008
Kaya Limited,KAYA,KAYA.NS,2015
Kaynes Technology India Limited,KAYNES,KAYNES.NS,2022
KCP Limited,KCP,KCP.NS,1997
KCP Sugar and Industries Corporation Limited,KCPSUGIND,KCPSUGIND.NS,1997
KDDL Limited,KDDL,KDDL.NS,2016
KEC International Limited,KEC,KEC.NS,2006
Kirloskar Electric Company Limited,KECL,KECL.NS,2010
DSJ Keep Learning Limited,KEEPLEARN,KEEPLEARN.NS,1995
KEI Industries Limited,KEI,KEI.NS,2006
Kellton Tech Solutions Limited,KELLTONTEC,KELLTONTEC.NS,2016
Kernex Microsystems (India) Limited,KERNEX,KERNEX.NS,2005
Kesoram Industries Limited,KESORAMIND,KESORAMIND.NS,1995
Keynote Financial Services Limited,KEYFINSERV,KEYFINSERV.NS,1996
Kfin Technologies Limited,KFINTECH,KFINTECH.NS,2022
Khadim India Limited,KHADIM,KHADIM.NS,2017
Khaitan Chemicals & Fertilizers Limited,KHAICHEM,KHAICHEM.NS,2020
Khaitan (India) Limited,KHAITANLTD,KHAITANLTD.NS,1995
Khandwala Securities Limited,KHANDSE,KHANDSE.NS,2001
Kalyani Investment Company Limited,KICL,KICL.NS,2011
Kilitch Drugs (India) Limited,KILITCH,KILITCH.NS,2010
Krishna Institute of Medical Sciences Limited,KIMS,KIMS.NS,2021
Kingfa Science & Technology (India) Limited,KINGFA,KINGFA.NS,2016
KIOCL Limited,KIOCL,KIOCL.NS,2016
Kiri Industries Limited,KIRIINDUS,KIRIINDUS.NS,2008
Kirloskar Brothers Limited,KIRLOSBROS,KIRLOSBROS.NS,2010
Kirloskar Oil Engines Limited,KIRLOSENG,KIRLOSENG.NS,2010
Kirloskar Industries Limited,KIRLOSIND,KIRLOSIND.NS,2010
Kirloskar Pneumatic Company Limited,KIRLPNU,KIRLPNU.NS,2023
Kitex Garments Limited,KITEX,KITEX.NS,2012
Kewal Kiran Clothing Limited,KKCL,KKCL.NS,2006
Knowledge Marine & Engineering Works Limited,KMEW,KMEW.NS,2024
K.M.Sugar Mills Limited,KMSUGAR,KMSUGAR.NS,2007
KN Agri Resources Limited,KNAGRI,KNAGRI.NS,2025
KNR Constructions Limited,KNRCON,KNRCON.NS,2008
Kohinoor Foods Limited,KOHINOOR,KOHINOOR.NS,1999
Kokuyo Camlin Limited,KOKUYOCMLN,KOKUYOCMLN.NS,2008
Kolte - Patil Developers Limited,KOLTEPATIL,KOLTEPATIL.NS,2007
Kopran Limited,KOPRAN,KOPRAN.NS,1999
Kotak Mahindra Bank Limited,KOTAKBANK,KOTAKBANK.NS,1995
Kothari Sugars And Chemicals Limited,KOTARISUG,KOTARISUG.NS,2004
Kothari Petrochemicals Limited,KOTHARIPET,KOTHARIPET.NS,1996
Kothari Products Limited,KOTHARIPRO,KOTHARIPRO.NS,1998
K.P. Energy Limited,KPEL,KPEL.NS,2024
KPI Green Energy Limited,KPIGREEN,KPIGREEN.NS,2021
Kalpataru Projects International Limited,KPIL,KPIL.NS,2000
KPIT Technologies Limited,KPITTECH,KPITTECH.NS,2019
K.P.R. Mill Limited,KPRMILL,KPRMILL.NS,2007
KRBL Limited,KRBL,KRBL.NS,2002
Krebs Biochemicals and Industries Limited,KREBSBIO,KREBSBIO.NS,1996
Kridhan Infra Limited,KRIDHANINF,KRIDHANINF.NS,2015
Krishana Phoschem Limited,KRISHANA,KRISHANA.NS,2019
Krishival Foods Limited,KRISHIVAL,KRISHIVAL.NS,2025
Kriti Industries (India) Limited,KRITI,KRITI.NS,2021
Kritika Wires Limited,KRITIKA,KRITIKA.NS,2022
Kriti Nutrients Limited,KRITINUT,KRITINUT.NS,2022
KRN Heat Exchanger and Refrigeration Limited,KRN,KRN.NS,2024
Kronox Lab Sciences Limited,KRONOX,KRONOX.NS,2024
Kross Limited,KROSS,KROSS.NS,2024
Krsnaa Diagnostics Limited,KRSNAA,KRSNAA.NS,2021
Krystal Integrated Services Limited,KRYSTAL,KRYSTAL.NS,2024
Ksb Limited,KSB,KSB.NS,1995
Kaveri Seed Company Limited,KSCL,KSCL.NS,2007
Kshitij Polyline Limited,KSHITIJPOL,KSHITIJPOL.NS,2022
Kalyani Steels Limited,KSL,KSL.NS,2010
Ksolves India Limited,KSOLVES,KSOLVES.NS,2022
KSR Footwear Limited,KSR,KSR.NS,2025
The Karnataka Bank Limited,KTKBANK,KTKBANK.NS,2000
Kuantum Papers Limited,KUANTUM,KUANTUM.NS,2019
Lagnam Spintex Limited,LAGNAM,LAGNAM.NS,2021
Lakshmi Precision Screws Limited,LAKPRE,LAKPRE.NS,2006
Lorenzini Apparels Limited,LAL,LAL.NS,2023
Dr. Lal Path Labs Ltd.,LALPATHLAB,LALPATHLAB.NS,2015
Lambodhara Textiles Limited,LAMBODHARA,LAMBODHARA.NS,2015
Lancor Holdings Limited,LANCORHOL,LANCORHOL.NS,2024
Landmark Cars Limited,LANDMARK,LANDMARK.NS,2022
La Opala RG Limited,LAOPALA,LAOPALA.NS,2007
Lasa Supergenerics Limited,LASA,LASA.NS,2017
Latent View Analytics Limited,LATENTVIEW,LATENTVIEW.NS,2021
Latteys Industries Limited,LATTEYS,LATTEYS.NS,2023
Laurus Labs Limited,LAURUSLABS,LAURUSLABS.NS,2016
Laxmi Cotspin Limited,LAXMICOT,LAXMICOT.NS,2021
Laxmi Dental Limited,LAXMIDENTL,LAXMIDENTL.NS,2025
Laxmi India Finance Limited,LAXMIINDIA,LAXMIINDIA.NS,2025
LCC Infotech Limited,LCCINFOTEC,LCCINFOTEC.NS,2000
Le Merite Exports Limited,LEMERITE,LEMERITE.NS,2025
Lemon Tree Hotels Limited,LEMONTREE,LEMONTREE.NS,2018
Lenskart Solutions Limited,LENSKART,LENSKART.NS,2025
Lexus Granito (India) Limited,LEXUS,LEXUS.NS,2023
Lakshmi Finance & Industrial Corporation Limited,LFIC,LFIC.NS,2015
LG Balakrishnan & Bros Limited,LGBBROSLTD,LGBBROSLTD.NS,2010
LG Electronics India Limited,LGEINDIA,LGEINDIA.NS,2025
Laxmi Goldorna House Limited,LGHL,LGHL.NS,2023
Libas Consumer Products Limited,LIBAS,LIBAS.NS,2019
Liberty Shoes Limited,LIBERTSHOE,LIBERTSHOE.NS,1995
LIC Housing Finance Limited,LICHSGFIN,LICHSGFIN.NS,1998
Life Insurance Corporation Of India,LICI,LICI.NS,2022
Likhitha Infrastructure Limited,LIKHITHA,LIKHITHA.NS,2020
Linc Limited,LINC,LINC.NS,2015
Lincoln Pharmaceuticals Limited,LINCOLN,LINCOLN.NS,2015
Linde India Limited,LINDEINDIA,LINDEINDIA.NS,1999
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,LLOYDSENGG.NS,2016
Lloyds Enterprises Limited,LLOYDSENT,LLOYDSENT.NS,2024
Lloyds Metals And Energy Limited,LLOYDSME,LLOYDSME.NS,2023
LMW Limited,LMW,LMW.NS,1995
Lodha Developers Limited,LODHA,LODHA.NS,2021
Lokesh Machines Limited,LOKESHMACH,LOKESHMACH.NS,2006
Lords Chloro Alkali Limited,LORDSCHLO,LORDSCHLO.NS,2023
Sri Lotus Developers and Realty Limited,LOTUSDEV,LOTUSDEV.NS,2025
Lotus Eye Hospital and Institute Limited,LOTUSEYE,LOTUSEYE.NS,2008
Lovable Lingerie Limited,LOVABLE,LOVABLE.NS,2011
Loyal Textile Mills Limited,LOYALTEX,LOYALTEX.NS,2022
Landmark Property Development Company Limited,LPDC,LPDC.NS,2008
Larsen & Toubro Limited,LT,LT.NS,2004
L&T Finance Limited,LTF,LTF.NS,2011
LT Foods Limited,LTFOODS,LTFOODS.NS,2006
LTIMindtree Limited,LTIM,LTIM.NS,2016
L&T Technology Services Limited,LTTS,LTTS.NS,2016
Lumax Industries Limited,LUMAXIND,LUMAXIND.NS,1995
Lumax Auto Technologies Limited,LUMAXTECH,LUMAXTECH.NS,2007
Lupin Limited,LUPIN,LUPIN.NS,2001
Lux Industries Limited,LUXIND,LUXIND.NS,2015
Laxmi Organic Industries Limited,LXCHEM,LXCHEM.NS,2021
Lyka Labs Limited,LYKALABS,LYKALABS.NS,1995
Lypsa Gems & Jewellery Limited,LYPSAGEMS,LYPSAGEMS.NS,2013
Mahindra & Mahindra Limited,M&M,M&M.NS,1996
Mahindra & Mahindra Financial Services Limited,M&MFIN,M&MFIN.NS,2006
Maan Aluminium Limited,MAANALU,MAANALU.NS,2007
Macpower CNC Machines Limited,MACPOWER,MACPOWER.NS,2020
Madhav Marbles and Granites Limited,MADHAV,MADHAV.NS,2007
Madhucon Projects Limited,MADHUCON,MADHUCON.NS,2006
Madras Fertilizers Limited,MADRASFERT,MADRASFERT.NS,1997
Magadh Sugar & Energy Limited,MAGADSUGAR,MAGADSUGAR.NS,2017
Magnum Ventures Limited,MAGNUM,MAGNUM.NS,2007
Bank of Maharashtra,MAHABANK,MAHABANK.NS,2004
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD,MAHAPEXLTD.NS,1998
Mahamaya Steel Industries Limited,MAHASTEEL,MAHASTEEL.NS,2016
Mahindra EPC Irrigation Limited,MAHEPC,MAHEPC.NS,2020
Maheshwari Logistics Limited,MAHESHWARI,MAHESHWARI.NS,2019
Mahindra Lifespace Developers Limited,MAHLIFE,MAHLIFE.NS,2000
Mahindra Logistics Limited,MAHLOG,MAHLOG.NS,2017
Maharashtra Scooters Limited,MAHSCOOTER,MAHSCOOTER.NS,1995
Maharashtra Seamless Limited,MAHSEAMLES,MAHSEAMLES.NS,2004
Maithan Alloys Limited,MAITHANALL,MAITHANALL.NS,2011
Mallcom (India) Limited,MALLCOM,MALLCOM.NS,2022
Malu Paper Mills Limited,MALUPAPER,MALUPAPER.NS,2006
Mamata Machinery Limited,MAMATA,MAMATA.NS,2024
Manaksia Aluminium Company Limited,MANAKALUCO,MANAKALUCO.NS,2015
Manaksia Coated Metals & Industries Limited,MANAKCOAT,MANAKCOAT.NS,2015
Manaksia Limited,MANAKSIA,MANAKSIA.NS,2008
Manaksia Steels Limited,MANAKSTEEL,MANAKSTEEL.NS,2015
Manali Petrochemicals Limited,MANALIPETC,MANALIPETC.NS,2006
Manappuram Finance Limited,MANAPPURAM,MANAPPURAM.NS,2014
Manba Finance Limited,MANBA,MANBA.NS,2024
Mangal Credit and Fincorp Limited,MANCREDIT,MANCREDIT.NS,2024
Mangalam Drugs And Organics Limited,MANGALAM,MANGALAM.NS,2005
Mangalam Cement Limited,MANGLMCEM,MANGLMCEM.NS,1996
Man Industries (India) Limited,MANINDS,MANINDS.NS,2005
Man Infraconstruction Limited,MANINFRA,MANINFRA.NS,2010
Mankind Pharma Limited,MANKIND,MANKIND.NS,2023
Manomay Tex India Limited,MANOMAY,MANOMAY.NS,2023
Manorama Industries Limited,MANORAMA,MANORAMA.NS,2022
Mangalam Organics Limited,MANORG,MANORG.NS,2021
Manugraph India Limited,MANUGRAPH,MANUGRAPH.NS,2006
Vedant Fashions Limited,MANYAVAR,MANYAVAR.NS,2022
C.E. Info Systems Limited,MAPMYINDIA,MAPMYINDIA.NS,2021
Maral Overseas Limited,MARALOVER,MARALOVER.NS,1995
Marathon Nextgen Realty Limited,MARATHON,MARATHON.NS,2016
Marico Limited,MARICO,MARICO.NS,1996
Marine Electricals (India) Limited,MARINE,MARINE.NS,2020
Markolines Pavement Technologies Limited,MARKOLINES,MARKOLINES.NS,2025
Marksans Pharma Limited,MARKSANS,MARKSANS.NS,2002
Maruti Suzuki India Limited,MARUTI,MARUTI.NS,2003
MAS Financial Services Limited,MASFIN,MASFIN.NS,2017
Mask Investments Limited,MASKINVEST,MASKINVEST.NS,2016
Mastek Limited,MASTEK,MASTEK.NS,1995
Master Trust Limited,MASTERTR,MASTERTR.NS,2024
Matrimony.Com Limited,MATRIMONY,MATRIMONY.NS,2017
Mawana Sugars Limited,MAWANASUG,MAWANASUG.NS,2009
Max Estates Limited,MAXESTATES,MAXESTATES.NS,2023
Max Healthcare Institute Limited,MAXHEALTH,MAXHEALTH.NS,2020
Max India Limited,MAXIND,MAXIND.NS,2020
Mayur Uniquoters Ltd,MAYURUNIQ,MAYURUNIQ.NS,2012
Mazda Limited,MAZDA,MAZDA.NS,2016
Mazagon Dock Shipbuilders Limited,MAZDOCK,MAZDOCK.NS,2020
Madhya Bharat Agro Products Limited,MBAPL,MBAPL.NS,2019
M & B Engineering Limited,MBEL,MBEL.NS,2025
MBL Infrastructure Limited,MBLINFRA,MBLINFRA.NS,2010
Madhav Copper Limited,MCL,MCL.NS,2020
Mcleod Russel India Limited,MCLEODRUSS,MCLEODRUSS.NS,2005
Magellanic Cloud Limited,MCLOUD,MCLOUD.NS,2025
Multi Commodity Exchange of India Limited,MCX,MCX.NS,2012
Global Health Limited,MEDANTA,MEDANTA.NS,2022
Medi Assist Healthcare Services Limited,MEDIASSIST,MEDIASSIST.NS,2024
Medicamen Biotech Limited,MEDICAMEQ,MEDICAMEQ.NS,2021
Medico Remedies Limited,MEDICO,MEDICO.NS,2022
Medplus Health Services Limited,MEDPLUS,MEDPLUS.NS,2021
Meesho Limited,MEESHO,MEESHO.NS,2025
Megasoft Limited,MEGASOFT,MEGASOFT.NS,2007
Megastar Foods Limited,MEGASTAR,MEGASTAR.NS,2022
Mangal Electrical Industries Limited,MEIL,MEIL.NS,2025
Menon Bearings Limited,MENONBE,MENONBE.NS,2015
MEP Infrastructure Developers Limited,MEP,MEP.NS,2015
Metro Brands Limited,METROBRAND,METROBRAND.NS,2021
Metropolis Healthcare Limited,METROPOLIS,METROPOLIS.NS,2019
Mahalaxmi Fabric Mills Limited,MFML,MFML.NS,2024
Max Financial Services Limited,MFSL,MFSL.NS,2000
Mangalam Global Enterprise Limited,MGEL,MGEL.NS,2020
